word,count
shooting,6
shop,2
shops,1
shores,3
short,10
shot,11
shots,3
shove,1
shoved,1
shovels,1
show,45
showed,13
shower,1
showing,5
shown,8
shows,12
shr,2
shrooming,1
sh’s,1
siasm,3
siastic,1
sic,6
sical,1
sicians,1
sick,7
side,30
sided,1
sidelines,1
sides,5
siege,6
sieve,1
sighed,2
sight,2
sign,30
signal,2
signals,1
signat,1
signed,31
significant,1
significantly,3
signing,11
signings,1
signs,4
silence,4
silent,14
silicon,1
silk,1
silly,1
sim,1
similar,3
simon,7
simple,29
simpler,3
simplification,2
simplify,2
simplifying,1
simply,3
since,31
siness,85
siness;,1
sinesses,13
sinessman,12
sinessmen,2
sinessperson,6
sing,27
singer,5
single,58
singling,1
sink,2
sion,1
sir,10
sister,1
sit,28
site,7
sites,1
sits,1
sitting,24
sive,1
six,33
six:,1
size,3
sized,1
skating,2
skeptical,1
skilled,1
skills,1
skin,2
skip,3
skipping,1
skits,1
sky,1
skyscrapers,2
sla,7
slate,2
sleaze,4
sleazy,1
sleep,2
sleeping,4
slightly,5
slim,13
slims,10
slims;,1
slipped,1
slogan,1
slower,1
slowest,1
slowly,1
sly,20
sm,1
smack,1
small,33
smaller,5
smart,89
smarten,1
smarter,7
smartest,13
smartness,2
smarts,1
smile,1
smiley,1
smiling,3
sn,1
snail,3
snake,13
sneak,1
sness,1
snl,1
snow,1
so,1655
soaring,1
soccer,6
social,26
socialist,1
society,15
sodomized,4
soft,2
softballs,2
softer,1
soil,3
sol,3
sold,5
soldiers,18
solely,1
solid,2
solidarity,4
solitarily,1
solve,9
solved,8
somali,2
somber,1
some,291
somebody,117
somebody’s,4
someday,7
somehow,4
someone,5
someone’s,1
someplace,7
something,188
something’s,2
something…,1
sometime,2
sometimes,13
somewhat,1
somewhere,1
son,10
song,1
sons,1
sony,5
soon,35
sooner,3
sophisticated,2
sorry,10
sort,48
sorts,7
soviet,2
space,5
spain,1
span,2
spanish;,1
speak,28
speaker,6
speakers,1
speaking,18
speaks,2
spec,1
special,65
specialists,1
specific,2
specifically,1
spectac,4
speech,54
speeches,16
speeches…i,1
spellbo,1
spend,41
spending,33
spends,4
spent,53
spewing,2
spigot,1
spin,5
spirit,12
spirits,1
spite,1
split,1
spoiled,1
spoke,11
spoken,2
sponsor,2
sports,2
spray,7
spread,6
spree,1
spring,2
spy,1
sq,4
ss,8
ss:,1
ssed,2
ssein,2
ssels,3
ssen,2
ssia,14
ssians,4
ssia’s,1
ssing,4
ssions,2
st,781
stab,1
stabbing,1
stability,3
stabilized,1
stadi,2
staff,6
staffers,2
stage,18
staged,2
stages,1
stagnant,1
stain,2
stainable,2
stake,1
stamina,2
stamp,1
stamped,1
stamps,2
stance,5
stand,29
standard,5
standard”,1
standing,14
stando,1
standpoint,10
stands,9
stanford,1
stars,2
start,73
started,79
starting,12
starts,10
starved,1
stat,14
state,78
stated,5
statement,36
statement;,1
statements,14
states,150
state’s,1
station,3
stations,1
statistic,3
statistically,3
statisticians,1
statistics,7
stats,3
stay,21
stayed,4
staying,5
stays,3
steal,3
stealing,2
stealth,2
sted,10
steel,10
steelworkers,2
steer,2
steinle,1
stem,1
step,2
stephanopo,1
steps,2
ster,8
sters,2
ster’s,1
steve,11
stice,11
stices,1
stick,2
sticking,1
stiff,2
stified,2
stify,3
still,28
sting,13
stly,1
stock,6
stole,3
stolen,2
stood,8
stop,73
stopped,6
stopping,6
stops,2
store,4
stores,3
stories,11
storming,1
story,74
story’s,1
str,8
straight,4
straighten,17
straightened,8
straightens,1
stralia,2
strange,1
strangling,2
strategic,2
strategies,1
strategy,4
street,25
streets,3
strength,23
strengthen,2
strengthening,1
stress,3
strial,2
stries,3
strike,5
strikes,1
strip,2
stripped,4
stroke,1
strong,75
strong;,1
stronger,12
strongest,3
strongly,22
stry,16
sty,1
swear,3
sweat,2
sweated,1
sweden,5
sweetheart,1
swenden,1
swerve,1
swirling,1
swiss,2
switch,1
switched,1
swoop,1
sy,2
sympathies,2
synagog,1
syndrome,1
syrac,1
syria,30
syrian,6
syrians,2
system,65
systematically,1
systems,2
t,3084
t;,2
ta,1
table,15
tackling,1
take,307
taken,63
takes,29
taking,62
tal,4
talent,8
talented,12
taliban,2
talk,169
talk;,1
talked,31
talker,1
talking,131
talks,22
taller,2
tally,2
tank,1
tanzania,1
tape,8
tapes,2
taping,1
tar,1
target,5
targeted,2
targets,2
tariff,5
tariffs,3
tation,1
tax,74
taxation,2
taxed,4
taxes,35
taxpayers,3
taylor,1
tched,1
tcomes,1
tdated,1
tdown,1
te,42
tea,13
teach,1
teachers,2
team,8
teams,1
tear,3
tears,2
technological,1
technology,1
ted,40
ted’s,3
teen,1
telem,2
teleprompter,2
teleprompters,6
television,65
televisions,6
tell,286
teller,3
telling,36
tells,5
tely,46
temperament,6
temporary,3
ten,2
tenant,4
tender,8
tennessee,13
tens,16
tensions,1
tent,1
tenth,2
ter,1
term,25
terminal,2
terminate,4
terminated,1
terminating,2
terms,37
terraza,2
terrible,51
terribly,3
terrific,21
territory,2
terror,13
terrorism,36
terrorist,15
terrorists,17
terrorist’s,1
ters,7
tes,18
test,3
testament,4
testify,2
testing,1
tests,1
texas,19
textbooks,1
tfit,1
th,108
than,293
thank,228
thanked,2
thankf,1
thanking,7
thanks,2
that,2361
that!,1
that:,1
that;,3
thats,1
that’d,1
that’ll,1
that’s,497
the,5913
theater,2
theatrical;,1
theft,6
their,277
them,582
theme,12
themselves,17
then,278
then;,1
theory,2
there,366
there!,2
there;,2
therefore,8
there’ll,1
there’s,115
there’ve,1
there…b,1
thern,6
these,420
thetory,1
they,2202
they;re,1
they’d,50
they’ll,67
they’re,678
they’ve,84
the–,1
thing,240
thing:,1
things,242
things;,1
things…,1
thing…i,1
think,625
thinking,33
thinks,6
third,29
thirdly,1
thirty,3
this,1015
this:,14
this;,2
tho,219
thorities,2
thority,1
thorizes,2
those,162
thread,1
threat,8
threatened,3
threatening,3
threatens,1
threats,4
three,68
three:,1
threw,4
thrilled,5
thriving,3
thro,98
throw,7
throwing,1
thrown,5
throws,1
ths,1
tical,2
ticking,2
tie,2
tied,2
ties,4
tif,76
tiffany,5
tight,1
tightly,1
tility,1
time,294
time;,1
timeless,1
timers,1
times,61
timid,1
timing,1
tin,12
tine,2
tinely,1
ting,4
tinge,1
tiny,7
tion,20
tional,1
tions,12
tired,17
tism,2
tistic,1
title,4
tive,22
tives,4
tlier,1
tline,1
to,5590
toad,1
today,80
todd,9
together,47
token,1
tokyo,1
told,48
tolerant,4
tom,10
tomatically,1
tomobile,3
tomobiles,1
tomorrow,16
tone,11
tonight,33
too,104
took,71
tool,4
tools,3
too—mr,1
top,38
topics,3
tops,3
tor,2
tore,3
torres,1
tort,2
toss,1
tossing,2
tot,1
total,49
totalitarianism,1
totally,77
toward,7
towards,3
tower,12
towns,2
toying,1
toys,1
tpo,1
tpp,14
tr,405
trace,6
track,3
tractor,5
tractors,7
trade,203
trademarked,2
trader,8
traders,1
trades,2
tradespeople,1
trading,1
tradition,2
traffic,1
trafficking,1
trage,1
trageo,1
trail,1
train,2
training,1
trains,3
trait,1
traitor,15
traitor;,1
trans,6
transaction,2
transactions,1
transpacific,2
transportation,1
travel,3
traveled,6
traveling,1
travelled,2
treas,3
treat,19
treated,44
treating,2
treatment,6
treaty,2
trees,1
tremendo,121
tried,9
trigger,4
trillion,84
trillions,19
trip,2
triple,2
trips,2
trivial,1
tro,22
trojan,3
troops,7
trophy,1
try,16
trying,44
ts,35
tsa,1
tshell,1
tside,27
tsider,5
tsmarting,1
tstanding,1
tt,2
tted,1
tter,6
tter;,1
tting,29
tton,1
tweak,1
tweet,3
tweeted,2
twenty,1
twice,3
twins,1
twisted,2
twitter,1
two,137
two:,1
ty,8
type,2
typo,2
tz,1
t…in,1
v,3
va,8
vac,1
vacation,4
vaccine,1
vaccines,2
val,18
valley,1
van,1
vanessa,1
vanished,1
variety,1
vario,13
vast,6
vastly,2
vatican,1
ve,75
veered,1
vegas,3
vehemently,2
vehicles,2
ven,1
vengeance,1
vent,1
verbally,2
verify,1
version,4
very,721
vet,9
vetdogs,1
veteran,7
veteran:,1
veterans,65
veterans’,4
veto,3
vetoed,1
vets,60
vetted,1
vetting,7
vibrant,2
vice,4
vicente,1
vicio,11
victim,1
victims,9
victories,18
victory,23
video,1
viet,1
vietnam,4
view,6
views,8
vigilant,8
vincente,1
violate,4
violated,2
violation,4
violations,2
violence,10
violent,2
virginia,6
virgins,1
virt,18
vis,1
visa,2
visas,4
vision,7
visions,1
visited,7
vital,4
vividly,1
vladimir,1
voice,2
voices,1
void,1
vol,3
vote,63
vote!,2
voted,9
voter,4
voters,8
votes,29
voting,8
w,1
wage,1
wages,8
waist,2
wait,36
waiting,18
waitlists,1
waits,5
wait’s,1
wake,2
waldorf,1
walk,22
walked,6
walker,11
walking,8
walks,4
wall,169
wall;,2
wallets,1
walls,10
wall’s,1
want,760
wanted,99
wanting,2
wants,65
war,40
wareho,1
warfare,1
warming,11
warned,2
warriors,11
wars,2
was,978
washer,4
washington,38
wasn,4
wasn’t,36
waste,25
wasted,5
wastef,2
wasting,2
watch,43
watched,32
watches,1
watching,37
water,7
water’s,1
wave,1
waves,1
waving,1
way,333
wayne,3
ways,15
we,2783
weak,15
weaken,1
weakened,2
weakening,2
weaker,3
weakest,1
weakness,6
weaknesses,1
wealth,13
wealthiest,1
wealthy,10
weapon,6
weapon;,1
weaponry,3
weapons,24
weapons;,1
wear,1
wearing,1
wears,2
weather,8
web,6
website,4
websites,2
wednesday,3
wee,1
week,41
weekend,4
weeks,50
weight,1
weirdest,1
welcome,3
welfare,1
well,276
went,108
were,207
weren,1
weren’t,13
were…b,1
west,10
western,7
we’d,21
we’ll,68
we’re,982
we’ve,138
whack,3
whacked,1
wharton,1
what,808
what:,1
whatever,28
whatsoever,3
what’s,137
wheat,1
wheelho,2
when,476
whenever,8
where,222
whereas,1
wherever,7
where’s,4
whether,41
which,197
while,48
while;,1
white,24
whitewater,1
who,319
whoa,2
whoa!,3
whoever,9
whole,84
whom,9
whose,8
who’ll,1
who’s,48
who’ve,1
why,175
wide,2
wielding,1
wife,25
wild,2
will,562
willing,8
win,275
win;,4
windchill,1
window,3
windy,1
winner,2
winning,61
winning;,1
wins,9
wipe,2
wiped,4
wipes,1
wires,2
wisconsin,24
wisconsin’s,1
wise,2
wisely,3
wish,13
wished,1
wit,1
with,944
withdraw,3
withering,2
within,11
witho,38
witness,1
witnessed,4
wives,2
wo,424
wolf,2
wollman,1
woman,46
woman!,2
woman:,3
women,38
women’s,2
won,110
wonder,14
wonderf,54
wont,1
won’t,85
woods,1
word,29
words,34
wore,2
work,120
work!,1
work;,1
worked,16
worked!,1
worker,9
workers,25
workers’,1
workforce,3
working,45
works,12
world,220
worldwide,1
world’s,5
worried,2
worry,20
worse,44
worships,1
worst,77
worth,22
wow,19
wow!,2
wrapped,1
wreaking,1
wrecking,1
write,20
writer,3
writers,2
writes,4
writing,9
written,5
wrong,55
wrote,23
wto,3
wynn,1
x,1
y,227
yale,2
yanked,1
yard,1
yay!,1
yeah,28
year,104
yearly,2
years,211
year…b,1
yelled,1
yellen,2
yemen,16
yen,6
yes,26
yesterday,31
yet,38
ying,10
yo,3802
york,41
yorkers,5
ys,90
ys;,1
y’s,4
z,53
zero,33
zeroes,2
zone,5
zones,6
z’s,2
–,1300
—,499
—like,1
—there,1
‘anchor,1
‘and,1
‘b,1
‘ca,2
‘donald,1
‘i,1
‘i’ll,1
‘merry,1
‘oh,2
‘one,1
‘take,3
‘the,1
‘the’,1
‘yo,2
’,12
’04,1
’16,3
’17,5
’d,21
’ll,34
’re,266
’tis,1
’ve,100
“expediency,1
“fix”,1
“gold,1
“in,1
“job,1
“leading,1
“the,2
“voted,1
”,5
…,3
…a,1
…and,3
…anyway,1
…b,2
…beca,1
…boy,1
…do,1
…i,4
…if,1
…it’s,2
…i’ll,2
…i’m,2
…let,1
…now,1
…oh,1
…so,3
…tell,1
…thank,1
…the,4
…then,1
…they’d,1
…think,1
…well,4
…yo,1
